WellName,OilGravityAPI,GasGravity,SolutionGasOilRatio,InitialReservoirPressure,ReservoirTemperature,Bob,Boi,Bgi,Bwi,Coi,Cgi,Cwi,Cti,Coi(Vazquez-Beggs)
A160,52.1,0.8,9746.937987,7091.323242,177.0553589,8.685540533,8.475010027,0.000530632,1.010073555,7.06E-05,5.74E-05,2.32E-06,3.95E-05,7.06E-05
A161,49.72623062,0.780797362,4466.898438,6440.638672,166.481369,4.016231192,3.909376573,0.000542166,1.008392188,3.64E-05,6.64E-05,2.33E-06,2.56E-05,3.64E-05
A162,52.30417633,0.769854665,3645.945068,7355.42334,189.0539093,3.408593778,3.238291711,0.000528922,1.013326468,2.69E-05,5.67E-05,2.35E-06,2.11E-05,2.69E-05
A163,48.1,0.78,4379.092905,7421.066406,185.555069,3.949331993,3.767698209,0.000525137,1.01198742,3.14E-05,5.51E-05,2.33E-06,2.39E-05,3.15E-05
A164,41.09997559,0.819839895,2238.110596,8733.003906,180.7794342,2.385757806,2.252850973,0.000494766,1.007112402,1.42E-05,4.08E-05,2.23E-06,1.35E-05,1.42E-05
A165,41.09997559,0.819839895,4225.753906,8671.353516,179.5032349,3.841637644,3.574383812,0.000495215,1.006856122,2.57E-05,4.12E-05,2.23E-06,1.74E-05,2.58E-05
A166,45,0.8,1788.857301,8558.805664,177.3186035,2.07910325,1.970908135,0.000493848,1.006464265,1.19E-05,4.26E-05,2.23E-06,9.02E-06,1.19E-05
A167,44.6,0.78,2518.161585,8825.009766,183.4714813,2.556477483,2.405901877,0.000489708,1.007749937,1.58E-05,4.16E-05,2.23E-06,1.22E-05,1.58E-05
A168,45.1,0.78,2283.404481,8685.392578,180.5688324,2.395732633,2.260395078,0.000490763,1.007170559,1.47E-05,4.25E-05,2.23E-06,1.37E-05,1.47E-05
A169,45,0.8,2161.096867,8797.462891,176.2278595,2.327580958,2.193632082,0.000488279,1.005521559,1.37E-05,4.07E-05,2.21E-06,9.41E-06,1.37E-05
A170,43.01972727,0.815909091,2154.429352,8758.612305,174.6041565,2.327837802,2.196143468,0.000490172,1.005112967,1.36E-05,4.03E-05,2.20E-06,9.86E-06,1.36E-05
A171,45,0.8,2856.526282,8448.288086,171.6095276,2.809941297,2.638835851,0.000492645,1.004953314,1.83E-05,4.30E-05,2.21E-06,1.44E-05,1.83E-05
A172,42.32672727,0.705,6496.050632,8288.412109,172.0613403,5.292173346,5.106014243,0.000486178,1.005492177,4.07E-05,4.79E-05,2.23E-06,1.82E-05,4.07E-05
A173,50.1,0.78,4796.434715,6595.689941,178.9642792,4.289503312,4.182487261,0.000546838,1.011973369,3.84E-05,6.58E-05,2.36E-06,2.51E-05,3.84E-05
A174,51.3,0.775,5124,6716.338867,182.237915,4.554230099,4.437647437,0.000544812,1.012730805,4.03E-05,6.46E-05,2.37E-06,2.13E-05,4.03E-05
A175,49.9,0.78,4729.557434,6459.060059,178.2753906,4.233863468,4.146249124,0.000551413,1.012111462,3.87E-05,6.80E-05,2.37E-06,2.52E-05,3.87E-05
A176,51.6,0.798,5141,6071.253418,172.2587891,4.622169373,4.565671304,0.00056263,1.011157183,4.44E-05,7.27E-05,2.38E-06,2.89E-05,4.44E-05
A177,43.0276413,0.810758233,1339.990601,8933.297852,180.2761841,1.793818139,1.709921536,0.000489331,1.006451472,8.90E-06,3.96E-05,2.21E-06,1.02E-05,8.90E-06
A178,50,0.78,6344.909454,7026.366211,186.8059692,5.557859226,5.420111365,0.000538365,1.01343401,4.73E-05,6.03E-05,2.37E-06,2.49E-05,4.73E-05
A179,49.53355789,0.781622589,4217.004883,6841.000977,181.8777618,3.837119994,3.700206555,0.000540605,1.012276782,3.29E-05,6.22E-05,2.36E-06,2.32E-05,3.29E-05
A180,46.8,0.78,2673.495423,9000.355469,172.1649017,2.665777491,2.494218864,0.000479239,1.003736462,1.62E-05,3.95E-05,2.18E-06,1.41E-05,1.62E-05
A181,48.69,0.78,4561.507163,8740.90332,185.9470062,4.097226324,3.794320236,0.000492897,1.008752616,2.78E-05,4.24E-05,2.25E-06,2.08E-05,2.78E-05
A182,47.5,0.8,2550.337516,8226.119141,178.9266663,2.611849685,2.458446019,0.000502135,1.007803425,1.71E-05,4.55E-05,2.26E-06,1.35E-05,1.71E-05
A183,48.1,0.8,3130.619818,8500.333984,183.924881,3.039294583,2.839544308,0.000499099,1.008702323,2.00E-05,4.35E-05,2.26E-06,1.59E-05,2.01E-05
A184,50.7,0.78,6108.032961,7181.196777,185.4810791,5.368983069,5.182338696,0.000532281,1.012581713,4.46E-05,5.80E-05,2.35E-06,2.65E-05,4.46E-05
A185,45,0.8,2704.674126,8768.113281,181.6549835,2.710590923,2.542026927,0.000492183,1.007317127,1.69E-05,4.13E-05,2.23E-06,1.50E-05,1.69E-05
A186,41.6570549,0.817263484,1614.04248,6948.678223,179.2836304,1.967785845,1.891581058,0.000538682,1.011175516,1.34E-05,5.87E-05,2.34E-06,1.25E-05,1.34E-05
A187,41.98286819,0.815738857,1394.778198,6822.160645,176.6631927,1.825492663,1.757796733,0.000540399,1.010638959,1.19E-05,6.01E-05,2.34E-06,1.16E-05,1.19E-05
A188,47.4,0.78,3461.281195,6872.503418,183.2146912,3.247073768,3.126590177,0.000540506,1.012637205,2.72E-05,6.20E-05,2.36E-06,2.16E-05,2.72E-05
A189,47.5,0.787,4197.325319,7380.419922,185.4526978,3.818188124,3.641616126,0.000526941,1.012056691,3.04E-05,5.52E-05,2.34E-06,2.20E-05,3.04E-05
A190,48.1,0.78,3036.876731,7909.556641,183.4909668,2.942018394,2.778263207,0.000510676,1.010083537,2.10E-05,4.97E-05,2.29E-06,1.83E-05,2.10E-05
A191,41.7,0.727,1912.127517,6879.362793,128.9702606,2.050409447,1.980586751,0.000494387,0.996508406,1.46E-05,5.81E-05,2.22E-06,1.12E-05,1.46E-05
A192,45.35454545,0.730545455,2134.788843,9089.401367,170.4027557,2.242011239,2.119493469,0.000470813,1.002997708,1.31E-05,4.04E-05,2.16E-06,1.06E-05,1.31E-05
A193,45,0.8,2210.428926,8788.110352,165.5382233,2.352105765,2.215364666,0.000482138,1.002257679,1.38E-05,3.99E-05,2.17E-06,1.12E-05,1.38E-05
A194,49.67118073,0.781026661,4590.029297,6840.63623,173.3820801,4.119324227,3.972434609,0.000533914,1.009540706,3.54E-05,6.13E-05,2.33E-06,2.37E-05,3.54E-05
A195,45,0.8,1913.963715,9711.770508,176.8032379,2.16154606,2.03311906,0.000471959,1.003424505,1.11E-05,3.47E-05,2.15E-06,9.49E-06,1.11E-05
A196,54.67461014,0.760059536,4831.564941,6255.36084,173.5771027,4.31006051,4.238523005,0.000553776,1.011114657,4.08E-05,7.22E-05,2.37E-06,2.95E-05,4.08E-05
A197,43.1,0.78,1640.179,8650.310547,179.2914581,1.964536222,1.869326158,0.000490581,1.006838907,1.10E-05,4.27E-05,2.23E-06,1.10E-05,1.10E-05
A198,45,0.8,1953.240264,8606.477539,175.2975616,2.18650566,2.068125624,0.000491558,1.005703465,1.28E-05,4.21E-05,2.22E-06,1.03E-05,1.27E-05
A199,44,0.821,2060,8964.237305,182.5844421,2.278558536,2.1465875,0.000491455,1.00711372,1.29E-05,3.92E-05,2.22E-06,1.03E-05,1.29E-05
A200,44.4,0.78,3241.921607,8963.800781,175.848938,3.05947897,2.857885626,0.000482222,1.004979996,1.95E-05,4.01E-05,2.19E-06,1.29E-05,1.95E-05
A201,44,0.78,1874.516008,10248.20605,180.5209656,2.119276557,1.993132315,0.000463086,1.003288114,1.04E-05,3.25E-05,2.13E-06,1.15E-05,1.04E-05
A202,46,0.78,2821.102176,9996.341797,176.0843964,2.768863638,2.567563989,0.000464459,1.002514209,1.54E-05,3.36E-05,2.13E-06,1.09E-05,1.54E-05
A203,45,0.8,5735.187118,10345.89746,182.2417755,5.04226331,4.489468226,0.000465201,1.003586363,2.90E-05,3.16E-05,2.13E-06,1.86E-05,2.90E-05
A204,44.8,0.78,1695.324489,10192.0332,179.5314636,2.00510529,1.890905613,0.000463294,1.003099651,9.59E-06,3.27E-05,2.13E-06,1.09E-05,9.59E-06
A205,48,0.78,3877.023708,9258.830078,188.5890961,3.567341261,3.294277793,0.000484437,1.008331103,2.26E-05,3.89E-05,2.23E-06,1.71E-05,2.26E-05
A206,50.5,0.78,5446.471079,9361.379883,190.677887,4.82759122,4.387477832,0.000483672,1.008740196,3.08E-05,3.82E-05,2.23E-06,1.94E-05,3.08E-05
A207,48.8,0.78,3815.037344,9199.27832,187.3761139,3.525809197,3.256419585,0.000484823,1.008085842,2.24E-05,3.92E-05,2.23E-06,1.70E-05,2.23E-05
A208,46.6388588,0.794409215,3584.88623,9042.441406,184.1815643,3.358309294,3.113782298,0.000487455,1.007426859,2.14E-05,3.96E-05,2.22E-06,1.18E-05,2.14E-05
A209,42,0.8,2018.940977,8405.008789,171.6027832,2.215882341,2.102859753,0.000493493,1.005050791,1.33E-05,4.34E-05,2.22E-06,1.01E-05,1.33E-05
A210,45,0.8,2954.725101,8513.96582,171.917511,2.880810958,2.701374182,0.000491362,1.004874555,1.87E-05,4.25E-05,2.21E-06,1.24E-05,1.87E-05
A211,43.7,0.8,2701.31264,8321.841797,170.9160156,2.691605172,2.537357006,0.000494792,1.005037444,1.76E-05,4.40E-05,2.22E-06,1.16E-05,1.76E-05
A212,43,0.8,2879.39252,8453.279297,170.6921082,2.813781424,2.647533738,0.000491869,1.004644882,1.83E-05,4.29E-05,2.21E-06,1.28E-05,1.83E-05
A213,45.40818182,0.78,4420.585748,8666.898438,180.402359,3.950699017,3.679359983,0.000491083,1.007167603,2.70E-05,4.27E-05,2.23E-06,1.95E-05,2.70E-05
A214,45,0.78,5014.362924,8975.391602,181.9666748,4.409280502,4.07371131,0.000485763,1.0068908,2.94E-05,4.04E-05,2.22E-06,2.52E-05,2.94E-05
A215,45,0.8,2215.406913,8568.098633,178.356308,2.366475378,2.23282287,0.000494258,1.006767595,1.44E-05,4.26E-05,2.23E-06,9.97E-06,1.44E-05
A216,44.99202347,0.80173111,2279.49585,8547.036133,177.9178467,2.411727689,2.274159079,0.000494627,1.006678803,1.48E-05,4.27E-05,2.23E-06,1.01E-05,1.48E-05
A217,45,0.8,2275.442521,7323.289551,152.4439545,2.385390352,2.272037741,0.000506676,1.001963963,1.66E-05,5.17E-05,2.23E-06,1.07E-05,1.66E-05
A218,45.74779892,0.798313618,4327.664063,8187.741699,176.3697052,3.917469287,3.665241977,0.000501147,1.007092601,2.80E-05,4.57E-05,2.25E-06,1.49E-05,2.79E-05
A219,45.74779892,0.798313618,3734.457764,8148.719238,175.529129,3.462505202,3.248163724,0.000501524,1.006927869,2.44E-05,4.60E-05,2.25E-06,1.37E-05,2.44E-05
A220,45.10549545,0.801226556,2126.12085,8531.738281,178.1369171,2.306956236,2.178664386,0.000494913,1.006773248,1.39E-05,4.28E-05,2.23E-06,9.75E-06,1.39E-05
A221,45,0.8,2050.902866,8576.411133,178.3123474,2.254644026,2.130710974,0.000494027,1.006728602,1.34E-05,4.26E-05,2.23E-06,1.15E-05,1.34E-05
A222,45,0.8,2621.408676,8822.212891,183.422821,2.653205543,2.488879199,0.000492038,1.007734263,1.64E-05,4.10E-05,2.23E-06,1.13E-05,1.64E-05
A223,45,0.8,2474.317664,9283.231445,181.4609222,2.548187327,2.384676528,0.00048206,1.005955893,1.47E-05,3.76E-05,2.19E-06,1.02E-05,1.47E-05
A224,45,0.8,1845.708275,9305.833008,181.1611176,2.119822304,1.999801106,0.000481523,1.005810721,1.13E-05,3.75E-05,2.19E-06,9.29E-06,1.13E-05
A225,43,0.8,2067.021465,9412.149414,183.230835,2.261751975,2.129379571,0.000480761,1.006197591,1.24E-05,3.69E-05,2.19E-06,1.07E-05,1.24E-05
A226,42.10909091,0.72,1751.123512,9366.306641,183.0847931,1.991451323,1.893548386,0.000472506,1.006275288,1.08E-05,3.94E-05,2.20E-06,1.00E-05,1.08E-05
A227,45.90682983,0.797600031,1821.376709,8941.478516,178.851593,2.103091571,1.98735087,0.000486586,1.005974536,1.16E-05,3.99E-05,2.21E-06,8.97E-06,1.16E-05
A228,46.31163406,0.795775831,1802.765015,8892.526367,179.790863,2.091561019,1.97701427,0.000487902,1.006397122,1.16E-05,4.04E-05,2.21E-06,8.85E-06,1.16E-05
A229,46.31163406,0.795775831,1802.765015,9013.15918,180.961319,2.092527183,1.976641287,0.000486274,1.006469796,1.15E-05,3.96E-05,2.21E-06,1.06E-05,1.15E-05
A230,45.5,0.78,2731.533438,8961.553711,179.5148773,2.706075565,2.535859475,0.000484459,1.006134768,1.67E-05,4.03E-05,2.21E-06,1.43E-05,1.67E-05
A231,45,0.8,3318.326705,7689.020508,180.9055634,3.154228631,2.989301184,0.000516711,1.009806507,2.33E-05,5.09E-05,2.30E-06,1.60E-05,2.33E-05
A232,50.9,0.8,3194.561146,9490.46875,189.4819946,3.10999953,2.865285087,0.000483059,1.008021964,1.84E-05,3.68E-05,2.22E-06,1.34E-05,1.84E-05
A233,51,0.78,5278.064,6063.89502,172.8914337,4.678986565,4.667256333,0.000562276,1.011384866,4.56E-05,7.44E-05,2.38E-06,3.18E-05,4.56E-05
A234,45.39,0.8,2254.63,10080,179,2.395620402,2.233236882,0.000448316,1.003202556,1.27E-05,3.65E-05,2.13E-06,1.26E-05,1.24E-05
A235,45.39,0.8,2296.48,9920,176,2.421851052,2.258374828,0.000448844,1.002659391,1.30E-05,3.75E-05,2.13E-06,1.16E-05,1.28E-05
A236,45.39,0.8,2246.78,9841,175,2.386791875,2.228403833,0.000449492,1.002545644,1.29E-05,3.80E-05,2.13E-06,1.02E-05,1.26E-05
A237,46.156,0.796,2491.52,9822,176,2.556752513,2.378015249,0.000450275,1.00290448,1.42E-05,3.82E-05,2.14E-06,1.37E-05,1.39E-05
A238,45.39,0.8,2246.78,9861,175,2.386791875,2.228141452,0.00044915,1.00249667,1.28E-05,3.79E-05,2.13E-06,1.02E-05,1.26E-05
A239,45.39,0.8,2192.73,10011,176,2.350612234,2.194303084,0.000447342,1.002439123,1.24E-05,3.70E-05,2.12E-06,1.24E-05,1.22E-05
A240,45.39,0.8,2185.23,9880,174,2.343777822,2.18979893,0.000448103,1.002139241,1.25E-05,3.78E-05,2.12E-06,1.01E-05,1.23E-05
A241,45.39,0.8,2192.73,10030,177,2.351466908,2.194839957,0.000447719,1.00270066,1.24E-05,3.68E-05,2.13E-06,1.24E-05,1.22E-05
A242,45.39,0.8,2107.97,9893,174,2.291167734,2.143109915,0.000447934,1.002114797,1.21E-05,3.77E-05,2.12E-06,9.91E-06,1.19E-05
A243,45.39,0.8,2113.02,9979,176,2.29629361,2.146762837,0.000448006,1.002536983,1.21E-05,3.72E-05,2.13E-06,1.22E-05,1.18E-05
A244,45,0.8,1601.246774,8891.255859,178.1067047,1.957402244,1.85699545,0.000487439,1.005863767,1.04E-05,4.01E-05,2.21E-06,8.25E-06,1.04E-05
A245,45.82727273,0.78,1829.497958,9218.995117,181.0082245,2.096555405,1.980071157,0.000480605,1.005986032,1.14E-05,3.87E-05,2.20E-06,1.10E-05,1.14E-05
A246,44,0.8,1780.903612,9212.02832,180.8714447,2.073469773,1.960313475,0.000483017,1.005942528,1.11E-05,3.81E-05,2.20E-06,1.08E-05,1.11E-05
A247,43.8105,0.79,1811.516478,9189.620117,180.4314728,2.085110836,1.972129851,0.000482046,1.005877398,1.13E-05,3.85E-05,2.20E-06,1.09E-05,1.13E-05
A248,43.247,0.79,1840.525398,9159.617188,179.8423767,2.101645817,1.988247852,0.000482253,1.005765173,1.14E-05,3.87E-05,2.20E-06,1.10E-05,1.14E-05
A249,42,0.8,2325.908822,8797.428711,176.2271729,2.426898086,2.289873504,0.000488278,1.005521344,1.46E-05,4.07E-05,2.21E-06,9.39E-06,1.46E-05
A250,42.83,0.78,1512.30242,10294.69824,178.5731964,1.882610234,1.783055373,0.000461143,1.002555169,8.57E-06,3.22E-05,2.12E-06,8.76E-06,8.57E-06
A251,46.4,0.78,2398.364812,8338.638672,177.4326019,2.477364697,2.338883361,0.000496319,1.007051942,1.59E-05,4.52E-05,2.24E-06,1.49E-05,1.59E-05
A252,48.1,0.78,3048.234016,9449.199219,190.4357147,2.95652814,2.743844386,0.000482131,1.008459944,1.78E-05,3.77E-05,2.22E-06,1.47E-05,1.77E-05
A253,52.9299736,0.767228544,5017.075684,6533.920898,180.457428,4.464425701,4.369091566,0.000549228,1.012614425,4.06E-05,6.77E-05,2.37E-06,3.03E-05,4.06E-05
A254,46.50862885,0.794907212,3651.113281,9827.404297,189.1976471,3.41259467,3.131027702,0.000459872,1.007105957,2.03E-05,3.84E-05,2.19E-06,1.38E-05,2.01E-05
A255,45.1288147,0.801139951,3161.946777,9387.744141,182.0045471,3.042918012,2.820239583,0.000462973,1.005880392,1.85E-05,4.14E-05,2.19E-06,1.34E-05,1.82E-05
A256,44.74,0.78,2163.412923,9832.436523,190.5213776,2.321735587,2.177090805,0.000474587,1.00751396,1.25E-05,3.54E-05,2.20E-06,1.20E-05,1.25E-05
A257,45,0.8,3128.883954,8771.738281,177.8796234,3.012522494,2.814183896,0.000489654,1.006091459,1.93E-05,4.10E-05,2.21E-06,1.11E-05,1.93E-05
A258,45,0.8,2564.339953,8923.956055,176.8465424,2.607211317,2.444203556,0.000486077,1.005392185,1.58E-05,3.98E-05,2.20E-06,9.45E-06,1.57E-05
A259,45,0.8,1962.05488,9002.731445,178.4076538,2.195006852,2.070886607,0.00048547,1.005684714,1.23E-05,3.93E-05,2.20E-06,1.04E-05,1.23E-05
A260,44.1,0.73,2393.286829,8842.94043,179.3235168,2.41186356,2.283471087,0.000481217,1.006373675,1.51E-05,4.27E-05,2.22E-06,1.21E-05,1.51E-05
A261,48.9,0.78,3872.345723,8828.013672,186.2381439,3.568901054,3.311634135,0.000491488,1.00864564,2.36E-05,4.18E-05,2.25E-06,1.83E-05,2.36E-05
A262,47.9,0.78,4616.200009,8691.801758,183.3645782,4.129535556,3.82921868,0.000492359,1.008042332,2.82E-05,4.26E-05,2.24E-06,2.08E-05,2.82E-05
A263,48.8,0.78,3321.700692,8665.44043,182.8084564,3.153558264,2.941683686,0.000492636,1.007938677,2.08E-05,4.28E-05,2.24E-06,1.67E-05,2.08E-05
A264,48.1,0.769,4486,9370.019531,192.3249512,4.014176267,3.693253786,0.000483347,1.009258678,2.56E-05,3.85E-05,2.24E-06,1.87E-05,2.56E-05
A265,49.6,0.78,2959.396711,9784.501953,192.8665161,2.903544499,2.684805132,0.000476845,1.008410767,1.68E-05,3.58E-05,2.21E-06,1.40E-05,1.67E-05
A266,44.9,0.8,2824.883473,9533.699219,187.922821,2.801324124,2.606560142,0.000480626,1.00741312,1.63E-05,3.66E-05,2.21E-06,1.08E-05,1.63E-05
A267,45.8,0.78,2414.217634,9407.198242,187.1352081,2.493887283,2.335790498,0.00048089,1.007481725,1.44E-05,3.77E-05,2.21E-06,1.28E-05,1.44E-05
A268,49.4,0.78,3044.110686,9401.959961,190.1666565,2.961254351,2.745566402,0.000482725,1.008471809,1.78E-05,3.79E-05,2.23E-06,1.50E-05,1.78E-05
A269,48.2,0.7803,3710,7961.853027,180.2979431,3.435882992,3.234921462,0.000507046,1.008899378,2.50E-05,4.88E-05,2.28E-06,1.57E-05,2.50E-05
A270,43.9,0.78,2093.986935,9046.581055,177.6229858,2.261008436,2.134045175,0.000481761,1.005337861,1.30E-05,3.96E-05,2.20E-06,1.22E-05,1.30E-05
A271,48.6,0.8,2367.655701,8899.386719,177.4105072,2.48713079,2.329248814,0.000487021,1.005644253,1.48E-05,4.00E-05,2.20E-06,1.32E-05,1.47E-05
A272,44.3,0.78,1974.454489,8990.322266,173.8768768,2.180309599,2.060614915,0.000480424,1.004290972,1.23E-05,3.97E-05,2.18E-06,1.15E-05,1.23E-05
A273,45,0.8,1524.585067,7905.633789,144.0503845,1.880899454,1.796147864,0.000481972,0.998154055,1.06E-05,4.68E-05,2.17E-06,9.38E-06,1.05E-05
A274,46.86,0.8,2050.05,10183,183,2.265304032,2.117233738,0.000462689,1.004219574,1.15E-05,3.34E-05,2.14E-06,9.21E-06,1.14E-05
A275,47.85,0.8,2036.47,10199,183,2.259915158,2.111030038,0.000462534,1.004194995,1.14E-05,3.34E-05,2.14E-06,9.19E-06,1.13E-05
A276,47.85,0.8,2050.05,10202,183,2.269164367,2.119071024,0.00046238,1.00417042,1.14E-05,3.33E-05,2.14E-06,9.21E-06,1.14E-05
A277,45.5,0.8,2036.47,10128,182,2.24996516,2.106225994,0.000463042,1.004049658,1.14E-05,3.37E-05,2.14E-06,9.20E-06,1.14E-05
A278,45,0.8,2036.47,10226,184,2.249709019,2.105688378,0.000462651,1.004439719,1.13E-05,3.33E-05,2.14E-06,9.18E-06,1.13E-05
A279,47.06707001,0.79241997,2062.875488,10009.91504,182.3929749,2.26765817,2.121343146,0.000464067,1.004444978,1.17E-05,3.45E-05,2.15E-06,1.06E-05,1.17E-05
A280,47.06707001,0.79241997,2064.250977,10673.85547,194.4907837,2.278829355,2.124382832,0.000461158,1.00674158,1.12E-05,3.15E-05,2.16E-06,9.18E-06,1.11E-05
A281,47.06707001,0.79241997,2062.875488,10129.87402,184.5787811,2.269507166,2.121705291,0.000463454,1.004846166,1.16E-05,3.40E-05,2.15E-06,1.04E-05,1.16E-05
A282,47.06707001,0.79241997,2078.008789,10061.56445,183.3340912,2.278701931,2.130576785,0.000463826,1.004621202,1.17E-05,3.43E-05,2.15E-06,1.06E-05,1.17E-05
A283,47.06707001,0.79241997,2308.169434,10243.16895,186.6431427,2.43903402,2.269888502,0.000462958,1.005237955,1.27E-05,3.35E-05,2.15E-06,1.02E-05,1.27E-05
A284,47.06707001,0.79241997,2079.445068,10032.40723,182.8028107,2.279225184,2.131362357,0.00046399,1.004525976,1.18E-05,3.44E-05,2.15E-06,9.36E-06,1.17E-05
A285,48.143,0.788,1252.47,10311,175,1.735327593,1.647647372,0.000460002,1.001398585,7.29E-06,3.17E-05,2.10E-06,8.28E-06,7.29E-06
A286,45,0.8,3948.637572,8717.348633,179.4060516,3.625515783,3.370685213,0.000491751,1.006725042,2.41E-05,4.16E-05,2.22E-06,1.73E-05,2.41E-05
A287,45.64587784,0.798770785,3071.55835,8691.421875,177.4504242,2.972763113,2.779079451,0.00049085,1.006155773,1.91E-05,4.16E-05,2.22E-06,1.11E-05,1.91E-05
A288,45.64587784,0.798770785,2528.710205,8627.930664,178.657135,2.585669063,2.430050272,0.000493037,1.006712663,1.61E-05,4.22E-05,2.23E-06,1.02E-05,1.61E-05
A289,46,0.78,3629.07281,8158.90918,179.8204498,3.35772355,3.161121628,0.000502031,1.008265525,2.39E-05,4.70E-05,2.26E-06,2.00E-05,2.39E-05
A290,44.60236364,0.807090909,1852.409492,9022.233398,169.1435394,2.118337202,2.001456468,0.000480667,1.002760695,1.15E-05,3.82E-05,2.16E-06,9.96E-06,1.15E-05
A291,45,0.8,1867.036529,9010.575195,168.8623352,2.123756915,2.006396457,0.000479725,1.002699609,1.16E-05,3.85E-05,2.16E-06,9.49E-06,1.16E-05
A292,43.2,0.8,1963.076631,8929.466797,167.4044037,2.179771218,2.060700982,0.000480561,1.002477877,1.22E-05,3.90E-05,2.16E-06,1.00E-05,1.22E-05
A293,47.2,0.78,4670.714668,8959.96582,181.0414124,4.162728279,3.841077815,0.000485388,1.006620243,2.76E-05,4.04E-05,2.21E-06,2.37E-05,2.76E-05
A294,50.3,0.78,4295.196314,7614.708984,174.4046631,3.893966702,3.675309036,0.000511928,1.007908792,2.99E-05,5.19E-05,2.28E-06,1.76E-05,2.99E-05
A295,42.07209396,0.81523627,4298.099609,8585.446289,178.2275543,3.896373412,3.626841243,0.000495704,1.006676681,2.64E-05,4.19E-05,2.23E-06,2.09E-05,2.64E-05
A296,45.7,0.79,2002.693336,9108.702148,182.1796112,2.219646442,2.091814843,0.000484575,1.006633981,1.25E-05,3.92E-05,2.21E-06,1.07E-05,1.25E-05
A297,48,0.8,2696.980293,9064.080078,180.2513885,2.720090246,2.536158853,0.000485419,1.006119147,1.63E-05,3.90E-05,2.20E-06,1.07E-05,1.63E-05
A298,42.86363636,0.78,1853.167554,9141.087891,181.7827911,2.102501936,1.990587882,0.000482357,1.006407341,1.16E-05,3.92E-05,2.21E-06,1.07E-05,1.16E-05
A299,47.75,0.78,2616.49,8500,165,2.62441695,2.464734846,0.000484818,1.00278409,1.67E-05,4.27E-05,2.19E-06,1.56E-05,1.67E-05
A300,45,0.8,4419.417812,9289.950195,177.2757416,3.986062246,3.654794761,0.00046115,1.004608549,2.54E-05,4.20E-05,2.18E-06,2.05E-05,2.51E-05
A301,45,0.8,1846.893842,9719.695313,176.9475098,2.117115687,1.993479647,0.000472039,1.003469491,1.08E-05,3.47E-05,2.15E-06,9.36E-06,1.08E-05
A302,45,0.8,1879.54738,9818.375,178.7439728,2.140263276,2.013169666,0.000471408,1.003785461,1.09E-05,3.42E-05,2.15E-06,1.09E-05,1.09E-05
A303,45,0.8,3341.864284,9271.946289,181.4584351,3.172108496,2.939000118,0.000464632,1.005979987,1.97E-05,4.22E-05,2.20E-06,1.76E-05,1.94E-05
A304,45,0.8,2454.908922,9322.50293,182.4478607,2.53550267,2.370005406,0.00046439,1.006171162,1.48E-05,4.19E-05,2.20E-06,1.44E-05,1.46E-05
A305,45,0.8,2426.335231,9325.932617,182.5149689,2.515652426,2.352239272,0.00046444,1.006192608,1.47E-05,4.19E-05,2.20E-06,1.43E-05,1.44E-05
A306,45,0.8,2418.681232,9344.53418,182.8790283,2.510643624,2.34743723,0.000464323,1.00625923,1.46E-05,4.17E-05,2.20E-06,1.43E-05,1.44E-05
A307,45,0.8,2506.929182,9324.089844,180.2373657,2.569919936,2.400574753,0.000462751,1.005467733,1.51E-05,4.18E-05,2.19E-06,1.46E-05,1.48E-05
A308,45,0.8,2689.421663,9337.764648,180.5016937,2.698744256,2.515501146,0.000462753,1.005526706,1.60E-05,4.18E-05,2.19E-06,1.52E-05,1.58E-05
A309,46,0.8,4688.05216,6815.087402,133.8470764,4.164019375,3.97906285,0.000507686,0.997965075,3.51E-05,5.51E-05,2.23E-06,2.01E-05,3.51E-05
A310,47.52383804,0.790403008,2098.994873,7576.579102,141.575531,2.257585415,2.143286265,0.000486897,0.998258613,1.48E-05,5.03E-05,2.19E-06,1.04E-05,1.47E-05
A311,46.66746902,0.794194758,2063.028564,10381.53418,189.8611298,2.274078857,2.123576028,0.000462929,1.00593557,1.14E-05,3.28E-05,2.16E-06,1.05E-05,1.14E-05
A312,47.52383804,0.790403008,2079.62207,10128.38672,185.2314758,2.281406998,2.131820838,0.000463757,1.005079918,1.17E-05,3.41E-05,2.16E-06,1.06E-05,1.17E-05
A313,45,0.8,2383.211804,10257.03516,187.584259,2.49008885,2.317483507,0.000464279,1.005517072,1.31E-05,3.33E-05,2.16E-06,1.12E-05,1.30E-05
A314,45,0.78,2553.48,10165.27,185.17,2.584353373,2.404997641,0.000466929,1.004961606,1.39E-05,3.31E-05,2.15E-06,1.11E-05,1.39E-05
A315,46.3,0.8,2081.12,9898,181,2.282516084,2.136342276,0.000466128,1.004299127,1.19E-05,3.50E-05,2.15E-06,9.37E-06,1.18E-05
A316,47.524,0.79,2097.47,10044,184,2.292107113,2.142173151,0.000464248,1.004882958,1.19E-05,3.45E-05,2.16E-06,1.08E-05,1.18E-05
A317,47.524,0.79,2098.99,9893,181,2.290593353,2.142484972,0.000464889,1.004299127,1.20E-05,3.52E-05,2.15E-06,9.41E-06,1.20E-05
A318,47.524,0.79,2116.73,9977,183,2.304337832,2.153766802,0.000464779,1.004736617,1.20E-05,3.49E-05,2.16E-06,1.09E-05,1.20E-05
